Sample,Twist_0.13R,Twist_0.19R,Twist_0.47R,Twist_0.50R,Twist_0.74R,Twist_0.82R,Twist_0.85R,Twist_0.86R,Twist_0.93R,Twist_1.00R
483,0.0,-1.575022540478872,-7.043623193489193,-9.248254853342145,-13.644249220508158,-12.9371370937101,-14.736468591201623,-13.98546042747029,-14.339899270776353,-12.873532066813201
484,0.0,0.012245649267242253,-6.989039172115143,-6.027664638608435,-14.250365806367974,-14.97813669578079,-14.675311906220248,-13.184103905007515,-14.899784962838279,-11.101383108294215
485,0.0,0.3700955985491823,-8.486627773312625,-9.164972316618403,-12.55948338073009,-15.076485557970921,-13.581083697640222,-13.08731893455001,-11.285957617308894,-9.613489406588485
486,0.0,-0.5622362617005585,-5.224950666902766,-7.283177541565979,-10.524293246285728,-14.052863932113961,-15.814568011632671,-15.826237655084523,-14.655024083866927,-10.636331266162024
487,0.0,-0.4451810748171714,-6.456339393864483,-7.643447189847206,-13.316390483246058,-14.677792570201552,-13.344052418713098,-15.78704399477409,-14.424640209531772,-10.64045015305155
488,0.0,0.48505679444166994,-5.0716840390726485,-6.7078305544110535,-10.728606497236296,-13.41830848724419,-15.507440280895132,-15.773163997450911,-12.922402032297354,-9.965520591576174
489,0.0,-1.4090378608704843,-6.543306790399014,-6.192718678067926,-12.488878195122604,-12.41436068419675,-14.76151303173529,-15.400314022648303,-13.107556605189501,-11.40959601570977
490,0.0,-1.0334932019281102,-6.926038845576117,-9.304546266425213,-11.982936675485583,-15.559191088757434,-13.015838444198737,-14.506751211944255,-12.223750046637548,-10.694326858576273
491,0.0,0.5712574390249827,-7.650104564021642,-6.241484978582111,-13.244301305514865,-14.574514040031296,-14.045550466504386,-14.925069433434844,-13.314027945438836,-10.950004470409494
492,0.0,-1.7530213212634798,-7.830609911027498,-7.82236062289199,-14.105227187875432,-13.800456872943435,-14.80318441429937,-14.872758531901171,-12.370373492435338,-10.398276209475737
493,0.0,-1.9984737212062547,-7.9760596642160255,-6.136616253924073,-10.685803909380363,-12.041662724251765,-13.168744007513439,-13.381151667237162,-13.899134721118028,-9.683657475078387
494,0.0,-2.2004725802030336,-7.026592774977585,-7.744603570867492,-13.838081739979543,-15.830629375726577,-15.503755827553174,-12.837823975295143,-14.314219270691536,-12.662916117083237
495,0.0,0.43123730219682477,-8.502978718393246,-9.397109439048117,-11.334040517520036,-12.259684484495843,-15.425947328146346,-13.369306809624007,-14.343320904476986,-9.81505595971566
496,0.0,-3.064668546823429,-6.518297955648359,-7.635168126685392,-13.592089882807018,-14.009649005135383,-13.53484182339894,-13.502829508448324,-13.294654341716951,-10.129938707777397
497,0.0,-0.5763498339055415,-8.556302615642949,-8.16033106300309,-12.061317054965702,-12.027983790637458,-16.0204709503408,-13.377811234794134,-13.120557233118415,-9.52929579984025
498,0.0,-0.9680809979038667,-5.484991307949152,-8.513309139932558,-13.939072639554444,-13.992475670769764,-14.907656993896534,-16.019940273022474,-11.314918392191384,-12.687271838530378
499,0.0,-0.5095808265366912,-5.100482978121243,-6.889728900763858,-11.19656040181062,-12.32555166160703,-13.194224198464852,-14.808576773406827,-13.52306723986788,-12.225049844191409
500,0.0,-0.3537008623689726,-7.339992254515277,-8.05421442169172,-13.60054277626565,-14.276715196420446,-12.664957836815619,-13.140987819486309,-11.259712390126296,-11.04554111860557
501,0.0,0.45396229684192413,-5.208910043521167,-7.6452361476764885,-13.332920791174185,-14.838261290512051,-12.89079494816738,-15.024823311390259,-13.104375431844899,-11.327512614228942
502,0.0,-2.398642801360285,-6.3031779745811365,-7.5590314603619175,-12.525754854158432,-14.518244029863725,-16.144228526016505,-16.286600639338243,-12.96086242993625,-13.368597084497504
503,0.0,-2.3695263741647903,-6.928490531686219,-7.878169549485545,-12.636827599619767,-12.337546758576277,-14.175701123887173,-13.935466689696726,-12.239115773357,-10.851448383403499
504,0.0,0.28663722092939237,-7.624468733264989,-9.413101517784407,-12.833541218665276,-14.56263424132375,-13.783307946293434,-14.496962960855036,-12.63900631770189,-12.380180110075564
505,0.0,-0.5273324343306109,-7.601731374070708,-7.972282862576051,-10.960732211324432,-14.24009733490968,-15.124059263771953,-13.289979316993342,-11.708986943016612,-10.89071103803727
506,0.0,-1.67254975415325,-8.119960025289888,-7.072504501571044,-11.783451416791475,-14.382567516191612,-13.526140979010712,-14.101366553229035,-12.522003261695259,-11.73935149702312
507,0.0,-0.7025007531979797,-7.295492208464142,-5.903539500334701,-14.189448214477634,-13.470048966882935,-13.097407473239286,-12.789980291228112,-12.65048525073705,-12.37654847714445
508,0.0,-1.579627053099161,-8.692320793610111,-8.619321167351009,-12.311510052755,-14.444074321323638,-12.51910752418853,-15.14915175451707,-11.856606885794783,-11.179752689338795
509,0.0,-2.8123254994385998,-6.428728389419011,-8.779697337374294,-13.438381285513211,-14.141642748272655,-14.486158138354735,-16.08097845813438,-14.15615066132489,-10.219355807170123
510,0.0,-0.34358120297811157,-8.283699717096493,-7.245962524501488,-13.087344031444598,-12.84353812382768,-15.207011516556642,-14.091825473802363,-14.023287516764398,-11.781767102812502
511,0.0,-2.9844709040340276,-6.528993475561435,-7.197459637842128,-11.366405443509125,-15.612422679586523,-15.75395608548081,-16.344869220721474,-13.372363630905847,-12.132662927763963
512,0.0,-1.494794752296532,-8.729246170514939,-8.493846029318096,-12.927973180151843,-15.243303397517822,-15.999399844721594,-15.502643658339391,-12.601714317190897,-11.33243559667044
513,0.0,-0.518212761298622,-8.295946511980194,-5.807728277353641,-13.942607290269075,-14.257350341432762,-13.834934036714825,-15.50864625641229,-14.63857354842152,-11.198272054890442
514,0.0,-2.5330986361645516,-8.334893193380234,-7.7070243728406,-13.846430714334959,-13.619877221341547,-12.89927718239266,-15.001799201314766,-12.804218542332066,-12.495245701931712
515,0.0,-1.3096989236372882,-8.166661841559629,-9.116390286338271,-12.07253004261161,-14.4945458674535,-15.672894397929847,-14.152651927205557,-13.360542548145416,-10.959297024596811
516,0.0,-0.7321060647433435,-7.796680727556279,-7.777379503931881,-11.424351699498562,-14.646441855724426,-14.902401333250825,-12.590001852213463,-13.278947535503661,-11.968077917578832
517,0.0,0.2654541203764502,-5.573989606849183,-7.275836792422781,-11.924430151616313,-13.458620004863828,-16.402927409164537,-13.119688827093318,-11.297605291882785,-10.940252482873133
518,0.0,-2.9802488976966965,-7.122833464507787,-7.977740190779228,-10.59976416999819,-14.062214731699372,-15.44114859457593,-16.522311350394247,-13.299372258620005,-10.697832866495858
519,0.0,-1.1129095385849515,-6.760166165549384,-5.879158508391789,-11.392817033340272,-12.595621797504668,-16.266680688927853,-16.069749794400945,-12.948547400815269,-12.180315035271777
520,0.0,-2.656612960754637,-8.454069831583645,-5.868562491933748,-13.237320235267763,-12.736284565957114,-15.280222729945573,-13.692264770582508,-12.046155103348521,-9.521749270823687
521,0.0,-0.5298882302309931,-6.710093122303457,-6.807520143563087,-14.343474303493434,-14.34199381884922,-13.184695741323441,-12.86657101798338,-14.490906164241618,-12.187713150354298
522,0.0,-1.3474571872850758,-6.878943247627934,-6.724489125686572,-10.467454031482536,-12.571709053736084,-13.768799902462135,-13.043337170891641,-11.216800424042352,-12.436956986876282
523,0.0,-0.05504982075990972,-6.501551451628044,-6.419955011968258,-11.710888732325277,-12.086684630012495,-13.268747182012945,-14.24226777813875,-15.182593877475634,-12.382172894826537
524,0.0,-3.1688557885263586,-5.796334714538622,-9.02069281349195,-11.487587155498783,-14.166491855301178,-12.541223789242684,-13.663802362838496,-13.137133858374058,-10.972387585225544
525,0.0,0.2633104676120679,-6.431180738414367,-7.50101322227952,-13.064297239672554,-14.15289359268938,-14.21708613338982,-15.636534665428913,-15.027224891030679,-13.08814032019897
526,0.0,-1.142673214067131,-5.163608553665554,-9.050518569601817,-11.243210353700006,-12.01282005942742,-15.01263292028483,-13.87983226337582,-13.18868652343616,-9.530473351802975
527,0.0,-1.2578186026312805,-7.999491888711871,-9.161363599427396,-13.762099069884133,-14.57826240992143,-14.275276679927618,-12.644418865673053,-14.09445127597126,-13.177558277030688
528,0.0,-1.504571849897674,-7.778143174604303,-6.09207286389462,-14.24888635597449,-13.81523425715537,-15.741737770466782,-13.900221608790066,-13.618393345652576,-10.109059601221816
529,0.0,-0.018728216724483993,-7.14496507490249,-8.089848249297969,-12.59508978330773,-12.440830241221224,-15.681978879813398,-14.332130431339799,-12.689864226896741,-10.78100332368413
530,0.0,-2.2030075126755344,-5.745843928668407,-7.5970146479591865,-13.35687681418106,-14.888544977184234,-13.309317633533635,-15.337139290181959,-14.846428690873894,-10.745418825830123
531,0.0,-0.17128817371467298,-8.496794667768413,-7.8720088018438075,-13.122893162300352,-15.12001211623426,-14.462149996978598,-16.20286121980496,-12.090163839768369,-10.704551330867574
532,0.0,-2.385310982737118,-6.990617230685218,-6.017995297188243,-13.09383260406783,-15.29117061980917,-15.955933894277269,-16.569736034588864,-12.266637797037681,-9.78549919249197
533,0.0,-3.1082736635680077,-8.427369102848756,-7.710982163652989,-14.128033651878505,-15.76454845964478,-13.839910764434808,-15.838631662970176,-13.534362908910602,-13.132375062893145
534,0.0,-0.4629584265292839,-5.155685298481341,-9.509516003530267,-13.028873704015075,-13.072417453766874,-12.522092129800203,-13.062925260638966,-13.355629550697035,-11.051459363987188
535,0.0,0.5531827984647459,-7.267189405343835,-7.220872493041893,-11.18315803221958,-14.487035010488787,-15.97736193320025,-13.157015417687067,-14.925881221996335,-12.700856056363163
536,0.0,0.22396816739392067,-6.338472747070817,-7.881001213716213,-13.887081143703776,-15.173104769578623,-14.15742910419654,-12.964549296285234,-11.491329807358083,-12.093408064546239
537,0.0,0.3931774384947584,-6.350804338198292,-6.262357849571313,-11.99882797475251,-13.153573632583413,-13.7358179460111,-14.067187226382636,-14.474598740686709,-12.013364579437319
538,0.0,-2.853480292417392,-8.92066442555756,-8.82365309572298,-11.742147391664275,-14.1340215074352,-14.178245941545264,-12.656312016695654,-13.761757858065895,-11.234849963404443
539,0.0,-0.7905498633839407,-5.690858150231973,-7.152789681785402,-14.204602923335976,-15.802275799164823,-14.869311830923948,-15.080273208805558,-13.697550848905344,-10.41840337602656
540,0.0,-0.44746274261426633,-6.12561117221139,-9.010250652019549,-13.534173491536576,-14.559899145541307,-16.328926093613504,-14.059260470989946,-11.916046520880244,-11.024557420361113
541,0.0,-2.4950107953091187,-7.687772436626778,-8.430542878835128,-14.257550382639717,-14.213324425856516,-14.18423054153561,-16.130586750345582,-13.082475728072877,-11.832885055175147
542,0.0,0.2807293315139048,-7.298866839511016,-9.082489073151503,-11.225391757536457,-12.349168942189422,-12.81503862781483,-14.89510883919489,-13.170443801292587,-9.839360862122184
543,0.0,0.2672249989289224,-8.51272693563946,-5.590299468416534,-13.2091936746691,-13.681205328821093,-14.110680601287331,-14.51171970011373,-12.85969091579743,-11.578218108612965
544,0.0,-1.32939007677562,-5.72678766951237,-8.929999429702125,-10.754450047259368,-15.488561048410828,-13.812884212589111,-16.01253743029736,-14.543383986732772,-12.456961816224362
545,0.0,-1.264441757669699,-7.917012748138973,-8.24377757553273,-12.8215847912937,-15.888997657848853,-16.174576985206283,-15.748359772929403,-11.569756765754374,-10.443420333880997
546,0.0,-0.1411443266062946,-8.777758869291906,-7.622243380574748,-12.405364978572004,-12.960433424624826,-15.022241154882032,-16.37693121702001,-14.770774785859528,-11.621882347218651
547,0.0,-1.8386479590935036,-6.447629804518103,-8.971497654000936,-11.195335847740116,-14.363840800945919,-15.358815849188762,-13.956779342371966,-13.066321894847162,-10.88455152415099
548,0.0,-2.8777595529121216,-5.1049487642658224,-7.022682706644382,-10.618432224110164,-13.512969920500487,-14.04743333074093,-15.296573384050912,-12.383515433041625,-12.94525957554945
549,0.0,-0.32957512512507936,-8.762501819257748,-8.061262056289467,-14.110307470558977,-14.582727593964329,-13.837448720189684,-16.14926333677116,-12.234375721450675,-12.097716685344185
550,0.0,-2.7901067019646906,-8.893190431377032,-7.737967641000463,-11.511063009463685,-12.335601343639919,-16.31319036194638,-15.683566176629844,-14.55331118827071,-12.505382264029075
551,0.0,-1.0564556223021726,-7.185483641827146,-5.9324758197733285,-13.137961280550284,-15.502455574381923,-12.968473368007196,-15.179717346240967,-14.844485971723925,-9.694721805586983
552,0.0,-2.567429280322358,-5.72231749716039,-6.776318143509656,-13.182972716846534,-14.836487393508465,-14.406471315911137,-13.080018477842836,-14.116740899182396,-10.542636501109236
553,0.0,-0.22606231162165358,-6.825242466356427,-7.505253310364006,-11.036141600943548,-14.192634083125819,-13.34174561106399,-14.851164334136488,-11.282823949448023,-9.616930203856928
554,0.0,-1.6304165599888716,-7.719623763001415,-7.205828009410902,-12.5378213280845,-13.494447868783384,-16.224621480535554,-12.61832124554962,-14.696614402267263,-12.450665610744245
555,0.0,-2.4172662114741295,-6.164379292763096,-7.009838793848735,-12.34620619894017,-15.274013756022068,-16.19170989025726,-16.429407539615532,-13.21671071974071,-11.15719099941182
556,0.0,-1.6624470882016784,-8.34833677929729,-5.970942298270278,-14.120706375659442,-14.98123046010107,-14.010436298369122,-15.965325855401119,-12.403533723040605,-12.900333272286057
557,0.0,-1.0700877165668357,-8.704879174750602,-8.135548048171986,-12.785301559671147,-14.11540376344083,-14.794805678679985,-15.800469891090504,-14.673063557686568,-10.826408731387499
558,0.0,-1.7794524573939703,-6.048393932911918,-7.550582526533429,-10.687013089556645,-12.728973419868286,-14.417201698752812,-15.218874889200999,-13.96183894661702,-11.927679868188394
559,0.0,-1.3657582269024733,-7.603259033142806,-7.789270015831722,-13.923218397367432,-12.100869768308844,-16.062644212002134,-13.425184005774897,-15.134051063674276,-9.508014912862848
560,0.0,-1.3137032836525935,-8.224092848089555,-6.337049590300667,-13.273229975525899,-12.544396342459244,-12.61579146167653,-16.206380191543495,-12.839769029974732,-9.781525980538666
561,0.0,-0.6744814859070485,-5.868301488332552,-8.570632465420372,-14.00879590113254,-12.126491569352996,-12.695997783097509,-12.920459304672478,-15.157661269653966,-10.07431823549418
562,0.0,0.36403951074944807,-5.174451046916566,-7.9908433771095675,-13.873117128133535,-13.392240571430312,-13.405633640134958,-14.184549371065362,-14.101098539803203,-12.099099267621387
563,0.0,-2.5372052813046517,-6.724110971973047,-7.086337237523663,-10.506322384485847,-15.824604102518832,-13.166289828313715,-15.957843842641546,-12.469025908901022,-9.921247150295406
564,0.0,-1.246714976350796,-5.5885524922820675,-8.129006354340465,-10.99258864594967,-15.01268729185146,-15.99490550174854,-13.309011467374368,-13.019968628023562,-11.974446645176323
565,0.0,-2.7689759523297655,-7.070299023478978,-7.636699998465416,-11.915434621437413,-13.19834892428752,-15.271162702615099,-12.696833402047137,-14.860103159088808,-9.533866150482957
566,0.0,-1.9148272062805858,-8.769567853071502,-7.876832626977464,-14.029874720643157,-15.506580940668858,-15.894824461299375,-14.389517728480518,-11.77468733463056,-12.85672871414267
567,0.0,-2.1379896463468286,-6.82911122905138,-6.65137876090734,-11.451286924468306,-15.587655848294313,-13.091723650198883,-13.86712651226494,-11.978589112149931,-9.94804560049515
568,0.0,-2.9272288065021286,-8.007650937666531,-6.162901079611023,-13.538329412280982,-15.35657616414587,-13.709019977859022,-15.249673362437955,-14.450343506292135,-12.145224299751419
569,0.0,-3.097506737227901,-7.2738720950406694,-6.266233407383358,-12.177852783268328,-15.053202935070349,-16.011533403174862,-13.394107549419136,-12.78301229631128,-10.985245259348162
570,0.0,-1.7026136676797456,-7.374863300416202,-7.7911085962705595,-12.329105095879546,-15.768083723050813,-16.218878963533157,-16.502427636309584,-13.81183339015617,-12.879953159980246
571,0.0,-3.186599293792704,-8.5923503707945,-8.106439008301896,-12.700955504510706,-13.237749011198225,-14.755000072429874,-13.32611078412343,-13.014079771205425,-12.674454781891246
572,0.0,-2.8896855425552186,-6.3172429611150696,-5.923125915707573,-13.366637939185164,-14.211858850810092,-16.318662356489924,-16.501669888825305,-13.59979180703595,-10.760966670026432
573,0.0,-1.2917885785389616,-5.852553606574782,-8.165316866852367,-13.740175927497049,-14.108947868428185,-13.328434663604316,-16.406125526555858,-14.790007451016155,-12.928649504232881
574,0.0,-1.4531790611890736,-7.282910460695302,-7.592603538597039,-11.791982400061553,-14.715879050079959,-12.854251306613675,-13.494830214853337,-13.147297693867987,-9.52746698159506
575,0.0,-0.48473274430981883,-7.78749256362547,-9.052248300025822,-11.034663625250515,-15.78343286635151,-14.26525136558052,-14.359674420429723,-11.654093714045334,-11.230348783435646
576,0.0,0.635903010835456,-6.1323842284484975,-6.636008565621266,-13.141008420603358,-15.203056628791137,-16.06131578356281,-16.3747698248944,-11.22600641538137,-10.209347782308814
577,0.0,-0.16810858217549596,-5.943732340861635,-7.148045307975416,-14.077060950246512,-15.36978983576477,-13.787144979151577,-13.941216833493087,-14.505363221696674,-9.65424481769546
578,0.0,0.3566501457983793,-6.571760709764025,-9.005948441665671,-13.880886103998716,-12.176689009703354,-16.291506619231193,-14.94508574857619,-11.538514609308908,-13.038344315769939
579,0.0,-2.500340460601185,-7.826918354073212,-8.89434024881123,-12.292039437888022,-12.076104177549938,-13.481859769087905,-14.98414592268232,-13.76614636138116,-12.336902376891068
580,0.0,-1.70049020056467,-7.505925387704345,-8.405821971678996,-11.002809486497343,-13.756897463038833,-12.46275022730615,-12.772075732233287,-11.522585693678508,-12.368245346939224
581,0.0,-0.38420474066003063,-7.545121723145872,-8.208197529715427,-10.35220586264759,-13.284961027429638,-13.266884564730244,-12.992275269570264,-12.174008898049617,-10.856385948883535
582,0.0,-2.374471784508364,-5.019600496887217,-6.181830876701055,-13.388811888794976,-13.670810053453001,-13.105424962567518,-12.699253844031409,-13.182368280373385,-13.400215378244592
583,0.0,-0.2888752237813099,-5.7671296567263255,-9.456277415206317,-11.144586546986817,-14.95661188599286,-16.07252259640205,-15.582921522532583,-13.563306127168639,-12.725018779767233
584,0.0,0.43959708687550547,-5.362205878094095,-9.499643740925798,-10.932958609365436,-12.854124278368268,-14.138516242999298,-15.437608067556766,-13.313503452649547,-11.907751633265795
585,0.0,-1.2952041756520034,-7.178845811868715,-7.284853269995109,-11.384388000088986,-15.267301597923035,-15.839170137512186,-15.704309728822857,-12.27177132584009,-10.526736936406621
586,0.0,-0.29609947753104215,-6.314655761841559,-5.823739713429424,-11.787833913171724,-14.092980796834519,-13.343912679880146,-12.581750483618425,-13.983650461434198,-10.457719420129365
587,0.0,-1.7807637508243377,-6.66151293788151,-8.291154678006153,-10.83743936800348,-12.522355572215162,-13.96746278782355,-14.997915184868388,-14.806605326644762,-9.685972322647912
588,0.0,-0.3907567520296107,-8.558399446994041,-6.330224572459601,-14.325569923826576,-14.967109650800753,-12.476614262587322,-12.903216900739586,-12.914664202375683,-12.104896715514657
589,0.0,-0.46772532825150614,-7.291336332953717,-9.49752480367941,-13.487166987102938,-15.91198279609777,-15.98448282013258,-14.024524582321437,-13.552185117877476,-9.699108039004141
590,0.0,-1.6052267184728166,-6.595451923145797,-8.340670891851898,-10.742024513603731,-14.409264459074176,-13.89999739098504,-13.96058909870758,-14.728367868904938,-11.834563533915652
591,0.0,-0.2468508309495543,-5.800501825857905,-5.896693920050735,-11.375276413477158,-15.278690055973685,-13.508792117889566,-14.978080062525597,-13.757835885003246,-11.980813771919829
592,0.0,-3.1266562870320698,-6.13617296839249,-8.95126836643079,-13.703727649900527,-12.628082306400104,-13.272290544934732,-13.768292779657772,-13.483204549710695,-9.889842461005436
593,0.0,-1.114875536734131,-8.510687612896387,-6.049531681371193,-10.84748513812351,-13.956493512278554,-13.568321652724615,-12.60471562006483,-13.701551206784453,-9.94139012677983
594,0.0,-0.17533170741271276,-5.489658857120326,-9.502554260624683,-12.61867936745094,-15.320084678901218,-14.027737491551607,-15.145164859469844,-11.382596244583766,-12.272138833062899
595,0.0,-0.13144681900632493,-7.079497475039098,-7.94933235730423,-11.936407561941893,-15.355826432117016,-16.155506316038043,-15.629315512647167,-14.525301887846842,-10.887808715400183
596,0.0,-1.1278566142661943,-6.09519127483602,-9.368833338821926,-12.352727467959118,-13.329638157682162,-16.24528921067967,-15.732154532060505,-11.94628437202603,-12.59180037179021
597,0.0,-0.48776899629620907,-6.901903664897394,-6.238855701934657,-14.211568121815281,-13.785656450054628,-12.658631393811675,-12.704290675422454,-12.621994052723277,-12.032060438407502
598,0.0,0.628805328162577,-8.205300424548362,-8.72936357868394,-12.366511255487938,-11.971443158488597,-12.532432799126562,-14.675658076511503,-11.96643823334817,-10.469393412058153
599,0.0,-2.409566826971668,-7.330377891500923,-9.274475972975265,-11.221558207477468,-15.866171997943269,-13.518381521904933,-16.44691106181238,-14.261860363857489,-9.795123755669787
600,0.0,-0.22477535569641605,-6.205956740444444,-9.168927422612443,-11.954867469947374,-15.672823288633776,-13.052624360145213,-15.532651389619474,-11.697375674119858,-10.278081671194684
601,0.0,-1.2373636334512925,-7.398402408996251,-9.462768416006409,-12.908293077945121,-14.161105502088144,-12.673458700889903,-15.180709311152112,-12.95232683315508,-10.754453011163863
602,0.0,0.5603637741629486,-5.808535297470119,-5.707549405186022,-13.256662398813612,-13.948377465108685,-13.225454617119254,-16.006937090058948,-12.75206255450255,-12.693919884838689
603,0.0,0.15570449310985568,-5.648706813952906,-7.648769589269992,-12.182978859798517,-15.367570888044668,-13.468012180559349,-12.927864944102673,-13.687291978920406,-11.785901297758297
604,0.0,-1.0996347790748326,-5.033855676436167,-6.913202001101871,-10.952714617965754,-11.960885828126226,-15.029316064620767,-16.42485386371953,-11.305463345566935,-10.98218369603216
605,0.0,-3.0196599732979696,-6.426408377279284,-5.653887895219049,-13.320311091599875,-14.482258328392204,-15.775623752221174,-13.151637403655405,-12.423477518839762,-10.157921060927809
606,0.0,0.3254589207426295,-8.34365329747798,-6.276704081060087,-11.513074797251138,-12.172891200059402,-14.242011700045346,-15.921148924387078,-14.751495011775527,-10.36434910476715
607,0.0,-0.8238633117237861,-6.083060799078837,-6.748356492006302,-13.973291895141834,-15.30838384541703,-12.84812706669659,-13.339370630484838,-14.45222138976661,-11.298212434896753
608,0.0,0.4025201128736362,-8.030110404466415,-8.765619538358097,-12.165592297517296,-14.536282786856155,-16.391036761294554,-14.008193250981938,-14.63126514243957,-10.368125860025941
609,0.0,0.07411103828735444,-5.328415461470739,-8.753365789311898,-11.636256582848754,-14.794419192896653,-15.806901899297767,-13.417146192282683,-14.817997726480783,-12.558051852456181
610,0.0,-1.594000628839288,-7.092700734189429,-6.766732312735605,-12.771767674472198,-13.701825165095395,-13.711761049952718,-15.860286357500971,-15.198824209670361,-11.24149177032459
611,0.0,-2.5726252221355685,-8.05532647605702,-6.242474285726383,-11.79464683851592,-14.271720859298696,-13.886501018072178,-13.84592864817377,-12.592612519121873,-11.204047056219647
612,0.0,-1.1785098018076052,-7.354342409884486,-6.357013653932436,-12.634225432132656,-15.24725209775449,-13.859749798141113,-14.828725037763606,-12.64633698543861,-10.23480004999157
613,0.0,-0.9295719336429009,-6.0431829753481585,-5.614202286426655,-12.893074374308654,-14.410936170762911,-13.988654224512041,-12.978220321192106,-14.68196222387124,-11.002352086639787
614,0.0,0.2016145142184187,-6.0442911653842035,-7.115140386077398,-11.412887339148966,-15.844499114364053,-15.788858846766042,-14.293347043702123,-15.120563401062997,-9.71183049155206
615,0.0,-3.2066126924743554,-6.266396358061645,-7.705909135693746,-10.807621121220237,-12.084686275249686,-14.205682863702286,-14.949037628498306,-15.162693504996522,-11.293679223179078
616,0.0,-0.37150433013372863,-7.892595749685285,-8.359213357030516,-13.75873878044704,-14.35800210394512,-13.6299236314828,-13.595099258152146,-11.437196865203331,-9.877199782851354
617,0.0,-1.197101282921639,-7.5225800956895466,-8.965943152249816,-12.103243336825031,-15.743341842721108,-15.482909585514633,-14.762575722800982,-13.70812869796435,-10.846700460393135
618,0.0,0.13964780514146335,-6.9793241765365135,-6.547758007769605,-13.87060550971649,-14.700665765250827,-14.765340729007658,-14.904298542868482,-14.859858874853355,-13.324727693562052
619,0.0,-1.9922023988918536,-6.728349368009841,-7.165865492152015,-10.760494238576738,-14.375324537607662,-12.452312330447075,-14.658388203384696,-12.645758476437798,-12.904296066440205
620,0.0,-2.6420375011734727,-8.44300246637905,-6.859725453626526,-11.67265198209083,-14.376256324541291,-14.50996446165913,-16.251353477258977,-11.707701381263895,-10.509504276544657
621,0.0,-2.6373964845479785,-7.328769128134261,-8.608648679986407,-13.66543391719179,-13.597433426016355,-12.967901176768098,-15.195137319635695,-13.892589242211574,-11.048979057598661
622,0.0,-2.0792274276334517,-5.538853459599153,-6.403582266246719,-11.803169226424432,-14.652018871455255,-13.493139679776464,-15.557267207571883,-12.871830522503087,-10.732827443347329
623,0.0,-0.9951489353185425,-8.782949994901427,-8.343063312856938,-13.408134608141339,-14.685794567335066,-13.099820824679663,-15.481096119219684,-12.957113111031441,-11.428115112071888
624,0.0,-1.1011959010262395,-8.804858303579758,-6.413418087260469,-11.64009424983319,-12.247421775365458,-13.050573787647664,-14.381303410660905,-14.201254251950623,-13.070453682969264
625,0.0,-1.7508809046904326,-5.425671266518107,-6.261211183287189,-10.780137476603956,-13.040885817662641,-15.226623542917554,-13.783283291357822,-11.737229127882589,-11.82402079620302
626,0.0,-2.081215391018837,-8.59546969930797,-7.543537460064803,-12.928117951540779,-14.02060731683422,-14.878842547121103,-14.42635954341559,-12.220841467742328,-9.782142259071652
627,0.0,-2.0202264345660144,-7.129337389525686,-7.66052514492232,-10.463422811694958,-12.474096217056033,-14.331125406106086,-14.080782897327172,-14.931593942783831,-11.48756790316041
628,0.0,-1.470751119284915,-6.107245428028175,-9.31045509773764,-13.05516081367236,-14.686162529387895,-16.352869208568237,-14.064365455363076,-13.185766762364182,-12.254889801635933
629,0.0,-2.249181547497275,-5.77472076372066,-6.61057748207048,-13.308405839566124,-12.183823743165334,-13.915598931564853,-16.55826652228886,-13.507493449752582,-11.148837061554072
630,0.0,0.2439692066900787,-6.9970567346407515,-5.950260092880169,-13.066419868626188,-15.861392081922848,-12.702514284074281,-15.361783776403682,-11.873314339516847,-12.689664566969821
631,0.0,-2.1592303790766603,-5.323737699182044,-8.262723369350045,-11.98709828115377,-13.107031780800888,-16.317807581416155,-15.320329830817217,-14.085156121526373,-10.515508862388455
632,0.0,-1.1387400995210673,-7.671735163049231,-5.898746029534156,-12.43234661751979,-12.39316809671081,-12.502841136020074,-15.488030380209363,-13.046139677184986,-12.138390554360413
633,0.0,-1.3855386599190362,-5.373784079032067,-8.329091281748028,-11.862211130925028,-14.121068837904483,-13.363711210921194,-13.073498955258245,-12.072582196327394,-10.088247781218577
634,0.0,0.4601986366004751,-8.307708177493263,-7.546107430730291,-13.787647348979648,-15.81219442527557,-14.098126567266803,-12.625517201794292,-12.28907262124385,-9.60082909604818
635,0.0,-2.287807724391952,-6.817678607144135,-8.826115246943095,-10.547232174483883,-12.375544534806414,-12.881100981159548,-13.561966010998152,-11.503372095009293,-13.298208286025394
636,0.0,0.045603403976000045,-8.189652491242398,-8.40799351334629,-12.238196678533745,-13.05420065863569,-15.939526774108286,-16.142128708563433,-13.47013712023213,-10.86377763296602
637,0.0,-1.609600899624637,-6.709763126399729,-5.8373010268042655,-11.708645072843877,-15.079812626380665,-13.034597447049947,-16.23255102167891,-13.077772800838385,-12.065361645184986
638,0.0,-1.7137913441694184,-7.684311802578507,-5.873904593595531,-13.643225484313401,-14.899336070088186,-15.373828121160653,-13.14476150594939,-14.66943914998939,-10.297280681242249
639,0.0,-3.2175755054377317,-6.435793885583665,-9.339360121710861,-11.528135279109005,-15.196366280691699,-14.005907956364533,-12.823937300946755,-11.321934826627396,-10.4260735988008
640,0.0,-0.7647648963358988,-5.929519345407975,-9.549505771607317,-11.8141718178099,-12.72521897777418,-12.82628573923708,-15.460986418665733,-14.394479371401681,-11.89810632234347
